age;Time;val
50-60;Year 2023 Week 06;78
60-70;Year 2023 Week 06;71
70-80;Year 2023 Week 06;96
80-;Year 2023 Week 06;127
All ages;Year 2023 Week 06;589
00-10;Year 2023 Week 07;19
10-20;Year 2023 Week 07;15
20-30;Year 2023 Week 07;48
30-40;Year 2023 Week 07;44
40-50;Year 2023 Week 07;66
50-60;Year 2023 Week 07;67
60-70;Year 2023 Week 07;57
70-80;Year 2023 Week 07;98
80-;Year 2023 Week 07;152
All ages;Year 2023 Week 07;566
00-10;Year 2023 Week 08;25
10-20;Year 2023 Week 08;10
20-30;Year 2023 Week 08;46
30-40;Year 2023 Week 08;64
40-50;Year 2023 Week 08;83
50-60;Year 2023 Week 08;88
60-70;Year 2023 Week 08;73
70-80;Year 2023 Week 08;109
80-;Year 2023 Week 08;192
All ages;Year 2023 Week 08;690
00-10;Year 2023 Week 09;30
10-20;Year 2023 Week 09;16
20-30;Year 2023 Week 09;61
30-40;Year 2023 Week 09;76
40-50;Year 2023 Week 09;72
50-60;Year 2023 Week 09;89
60-70;Year 2023 Week 09;81
70-80;Year 2023 Week 09;121
80-;Year 2023 Week 09;147
All ages;Year 2023 Week 09;693
00-10;Year 2023 Week 10;28
10-20;Year 2023 Week 10;23
20-30;Year 2023 Week 10;71
30-40;Year 2023 Week 10;67
40-50;Year 2023 Week 10;68
50-60;Year 2023 Week 10;91
60-70;Year 2023 Week 10;91
70-80;Year 2023 Week 10;130
80-;Year 2023 Week 10;203
All ages;Year 2023 Week 10;772
00-10;Year 2023 Week 11;34
10-20;Year 2023 Week 11;17
20-30;Year 2023 Week 11;59
30-40;Year 2023 Week 11;88
40-50;Year 2023 Week 11;104
50-60;Year 2023 Week 11;114
60-70;Year 2023 Week 11;110
70-80;Year 2023 Week 11;169
80-;Year 2023 Week 11;257
All ages;Year 2023 Week 11;952
00-10;Year 2023 Week 12;53
10-20;Year 2023 Week 12;33
20-30;Year 2023 Week 12;80
30-40;Year 2023 Week 12;116
40-50;Year 2023 Week 12;128
50-60;Year 2023 Week 12;131
60-70;Year 2023 Week 12;145
70-80;Year 2023 Week 12;237
80-;Year 2023 Week 12;318
All ages;Year 2023 Week 12;1241
00-10;Year 2023 Week 13;53
10-20;Year 2023 Week 13;35
20-30;Year 2023 Week 13;82
30-40;Year 2023 Week 13;124
40-50;Year 2023 Week 13;113
50-60;Year 2023 Week 13;138
60-70;Year 2023 Week 13;160
70-80;Year 2023 Week 13;248
80-;Year 2023 Week 13;436
All ages;Year 2023 Week 13;1389
00-10;Year 2023 Week 14;56
10-20;Year 2023 Week 14;23
20-30;Year 2023 Week 14;80
30-40;Year 2023 Week 14;127
40-50;Year 2023 Week 14;131
50-60;Year 2023 Week 14;150
60-70;Year 2023 Week 14;170
70-80;Year 2023 Week 14;302
80-;Year 2023 Week 14;534
All ages;Year 2023 Week 14;1573
00-10;Year 2023 Week 15;50
10-20;Year 2023 Week 15;23
20-30;Year 2023 Week 15;91
30-40;Year 2023 Week 15;133
40-50;Year 2023 Week 15;156
50-60;Year 2023 Week 15;185
60-70;Year 2023 Week 15;217
70-80;Year 2023 Week 15;379
80-;Year 2023 Week 15;637
All ages;Year 2023 Week 15;1871
00-10;Year 2023 Week 16;69
10-20;Year 2023 Week 16;27
20-30;Year 2023 Week 16;79
30-40;Year 2023 Week 16;135
40-50;Year 2023 Week 16;117
50-60;Year 2023 Week 16;163
60-70;Year 2023 Week 16;210
70-80;Year 2023 Week 16;380
80-;Year 2023 Week 16;657
All ages;Year 2023 Week 16;1837
00-10;Year 2023 Week 17;54
10-20;Year 2023 Week 17;28
20-30;Year 2023 Week 17;76
30-40;Year 2023 Week 17;115
40-50;Year 2023 Week 17;134
50-60;Year 2023 Week 17;173
60-70;Year 2023 Week 17;259
70-80;Year 2023 Week 17;421
80-;Year 2023 Week 17;689
All ages;Year 2023 Week 17;1949
00-10;Year 2023 Week 18;60
10-20;Year 2023 Week 18;26
20-30;Year 2023 Week 18;82
30-40;Year 2023 Week 18;96
40-50;Year 2023 Week 18;94
50-60;Year 2023 Week 18;137
60-70;Year 2023 Week 18;173
70-80;Year 2023 Week 18;356
80-;Year 2023 Week 18;584
All ages;Year 2023 Week 18;1608
00-10;Year 2023 Week 19;44
10-20;Year 2023 Week 19;18
20-30;Year 2023 Week 19;64
30-40;Year 2023 Week 19;76
40-50;Year 2023 Week 19;82
50-60;Year 2023 Week 19;120
60-70;Year 2023 Week 19;155
70-80;Year 2023 Week 19;315
80-;Year 2023 Week 19;589
All ages;Year 2023 Week 19;1463
00-10;Year 2023 Week 20;32
10-20;Year 2023 Week 20;12
20-30;Year 2023 Week 20;35
30-40;Year 2023 Week 20;43
40-50;Year 2023 Week 20;55
50-60;Year 2023 Week 20;84
60-70;Year 2023 Week 20;132
70-80;Year 2023 Week 20;298
80-;Year 2023 Week 20;519
All ages;Year 2023 Week 20;1210
00-10;Year 2023 Week 21;8
10-20;Year 2023 Week 21;5
20-30;Year 2023 Week 21;14
30-40;Year 2023 Week 21;21
40-50;Year 2023 Week 21;14
50-60;Year 2023 Week 21;27
60-70;Year 2023 Week 21;39
70-80;Year 2023 Week 21;66
80-;Year 2023 Week 21;115
All ages;Year 2023 Week 21;309
